Age,Job,Marital,EducationLevel,HasDefault,HousingLoan,HasLoan,ContactType,ContactMonth,ContactDay,ThisCampaignContact,PreviousCampaignContact,PreviousOutcome,EuriborRate3Month,NumberOfEmployees,Success
28,unemployed,single,6,No,No,Yes,Celullar,aug,thu,2,0,Not-Exist,0.873,5076.2,0
27,technician,single,6,No,No,No,Celullar,aug,thu,1,1,Yes,0.873,5076.2,0
46,admin.,married,6,No,Yes,No,Telephone,aug,thu,1,0,Not-Exist,0.873,5076.2,0
76,retired,married,2,No,No,Yes,Celullar,aug,thu,1,1,No,0.873,5076.2,0
64,unknown,married,4,No,Yes,Yes,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
40,admin.,married,5,No,No,No,Celullar,aug,thu,2,0,Not-Exist,0.873,5076.2,1
35,admin.,single,5,No,No,Yes,Celullar,aug,thu,1,1,No,0.873,5076.2,0
74,retired,married,7,No,Yes,No,Celullar,aug,thu,3,1,No,0.873,5076.2,1
41,blue-collar,married,3,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
41,blue-collar,married,3,No,No,No,Celullar,aug,thu,1,1,No,0.873,5076.2,0
76,retired,married,6,No,Yes,No,Celullar,aug,thu,1,1,No,0.873,5076.2,0
48,self-employed,married,6,No,No,No,Celullar,aug,thu,1,3,Yes,0.873,5076.2,0
25,admin.,single,6,No,No,Yes,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
25,admin.,single,6,No,No,Yes,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
21,student,single,5,No,No,No,Celullar,aug,thu,2,2,Yes,0.873,5076.2,0
39,admin.,married,3,Unknown,No,No,Celullar,aug,thu,2,0,Not-Exist,0.873,5076.2,0
44,unemployed,married,5,No,Yes,No,Celullar,aug,thu,1,1,Yes,0.873,5076.2,0
44,unemployed,married,5,No,Yes,No,Telephone,aug,thu,1,0,Not-Exist,0.873,5076.2,0
44,unemployed,married,5,No,Yes,No,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
44,unemployed,married,5,No,Yes,No,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
33,services,married,5,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,1
29,management,married,6,No,Yes,No,Celullar,aug,thu,1,2,Yes,0.873,5076.2,0
39,blue-collar,married,2,No,No,No,Celullar,aug,thu,2,1,Yes,0.873,5076.2,1
73,retired,married,7,No,Yes,No,Celullar,aug,thu,2,0,Not-Exist,0.873,5076.2,0
36,technician,married,7,No,Yes,No,Celullar,aug,thu,2,1,No,0.873,5076.2,0
22,student,single,5,No,No,No,Celullar,aug,thu,2,1,Yes,0.873,5076.2,0
33,services,married,5,No,Unknown,Unknown,Celullar,aug,thu,2,0,Not-Exist,0.873,5076.2,0
57,admin.,single,5,No,Yes,No,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,1
62,retired,married,6,Unknown,No,No,Celullar,aug,thu,2,0,Not-Exist,0.873,5076.2,0
21,student,single,5,No,No,No,Celullar,aug,thu,3,0,Not-Exist,0.873,5076.2,0
72,retired,divorced,1,No,Yes,Yes,Celullar,aug,thu,2,1,No,0.873,5076.2,0
31,technician,married,6,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
33,admin.,single,6,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.873,5076.2,0
43,unemployed,married,5,No,No,No,Celullar,aug,thu,4,2,Yes,0.873,5076.2,0
36,management,married,2,No,Yes,Yes,Celullar,aug,thu,3,0,Not-Exist,0.873,5076.2,1
36,admin.,married,6,No,No,No,Celullar,aug,thu,2,0,Not-Exist,0.873,5076.2,0
28,unemployed,married,7,No,Yes,No,Telephone,aug,fri,6,0,Not-Exist,0.8690000000000001,5076.2,1
17,student,single,3,No,Yes,No,Celullar,aug,fri,2,2,No,0.8690000000000001,5076.2,0
26,student,single,7,No,Yes,No,Celullar,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,1
43,management,married,3,No,Yes,Yes,Celullar,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,0
61,retired,married,3,No,Yes,No,Telephone,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,0
39,technician,married,6,No,Yes,No,Celullar,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,1
62,retired,married,4,No,No,No,Celullar,aug,fri,4,0,Not-Exist,0.8690000000000001,5076.2,1
70,retired,married,7,No,No,No,Celullar,aug,fri,3,1,No,0.8690000000000001,5076.2,0
45,unemployed,married,3,No,No,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,0
43,management,married,3,No,Yes,No,Celullar,aug,fri,1,2,No,0.8690000000000001,5076.2,0
29,blue-collar,married,1,No,Yes,No,Celullar,aug,fri,1,1,No,0.8690000000000001,5076.2,0
48,management,divorced,6,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,0
35,technician,married,7,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,1
61,management,married,6,No,Yes,No,Celullar,aug,fri,2,2,Yes,0.8690000000000001,5076.2,1
24,student,single,5,Unknown,Yes,No,Celullar,aug,fri,1,1,No,0.8690000000000001,5076.2,0
33,blue-collar,single,3,No,No,No,Celullar,aug,fri,1,1,No,0.8690000000000001,5076.2,0
32,blue-collar,married,3,No,Yes,Yes,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,0
42,management,married,6,No,Yes,No,Celullar,aug,fri,1,1,Yes,0.8690000000000001,5076.2,1
36,unemployed,single,6,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,0
36,unemployed,single,6,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,0
17,student,single,3,No,Yes,No,Celullar,aug,fri,3,2,Yes,0.8690000000000001,5076.2,0
54,admin.,married,6,No,Yes,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,1
25,student,single,5,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,0
25,student,single,5,No,Yes,No,Celullar,aug,fri,1,1,No,0.8690000000000001,5076.2,0
48,admin.,single,6,No,Yes,No,Celullar,aug,fri,2,1,No,0.8690000000000001,5076.2,0
20,student,single,5,No,No,No,Celullar,aug,fri,2,1,No,0.8690000000000001,5076.2,0
63,blue-collar,married,1,No,Yes,Yes,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,0
58,blue-collar,divorced,1,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,1
55,retired,married,1,No,Yes,No,Celullar,aug,fri,1,1,Yes,0.8690000000000001,5076.2,1
35,admin.,single,5,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,0
71,retired,married,1,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,1
25,services,single,5,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,0
70,retired,married,7,No,Yes,No,Celullar,aug,fri,4,0,Not-Exist,0.8690000000000001,5076.2,1
28,unemployed,married,7,No,No,No,Celullar,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,1
46,technician,married,7,No,Yes,No,Celullar,aug,fri,6,1,No,0.8690000000000001,5076.2,1
42,technician,married,7,No,Yes,No,Celullar,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,1
26,student,single,5,No,No,No,Celullar,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,0
35,admin.,married,6,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8690000000000001,5076.2,1
32,admin.,married,6,No,Yes,No,Celullar,aug,fri,5,0,Not-Exist,0.8690000000000001,5076.2,0
38,self-employed,divorced,5,No,No,No,Celullar,aug,fri,3,1,No,0.8690000000000001,5076.2,1
28,unemployed,married,7,No,Yes,No,Celullar,aug,fri,3,1,No,0.8690000000000001,5076.2,1
17,student,single,3,No,Unknown,Unknown,Celullar,aug,fri,2,1,No,0.8690000000000001,5076.2,1
31,admin.,married,6,No,No,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,1
63,retired,divorced,1,No,Yes,No,Celullar,aug,fri,2,1,Yes,0.8690000000000001,5076.2,0
29,blue-collar,single,2,No,No,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,1
37,entrepreneur,married,2,No,Yes,No,Celullar,aug,fri,2,0,Not-Exist,0.8690000000000001,5076.2,0
25,technician,single,6,No,Yes,No,Celullar,aug,fri,2,1,No,0.8690000000000001,5076.2,0
61,retired,married,3,No,No,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,0
70,retired,married,7,No,No,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,0
28,unemployed,married,7,No,No,No,Telephone,aug,fri,11,0,Not-Exist,0.8690000000000001,5076.2,0
31,entrepreneur,single,6,No,Yes,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,1
35,technician,married,6,No,No,No,Celullar,aug,fri,3,0,Not-Exist,0.8690000000000001,5076.2,0
20,student,single,5,No,No,No,Telephone,aug,fri,2,2,Yes,0.8690000000000001,5076.2,0
35,management,married,5,No,Yes,Yes,Celullar,aug,fri,4,2,No,0.8690000000000001,5076.2,0
22,student,single,3,No,No,No,Telephone,aug,mon,1,0,Not-Exist,0.861,5076.2,0
68,retired,married,1,No,No,No,Celullar,aug,mon,1,2,No,0.861,5076.2,0
62,management,divorced,5,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,1
65,retired,married,5,No,No,No,Celullar,aug,mon,1,1,No,0.861,5076.2,0
26,admin.,single,6,No,Yes,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
76,retired,married,7,No,No,No,Celullar,aug,mon,1,1,Yes,0.861,5076.2,1
66,retired,married,4,No,No,No,Celullar,aug,mon,1,2,No,0.861,5076.2,0
23,technician,single,6,No,Yes,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
43,management,married,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
72,retired,divorced,1,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
73,retired,married,1,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,1
67,retired,married,7,No,Yes,Yes,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,1
80,retired,married,5,No,No,No,Telephone,aug,mon,1,0,Not-Exist,0.861,5076.2,1
60,admin.,married,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
33,technician,married,6,No,Yes,No,Celullar,aug,mon,2,0,Not-Exist,0.861,5076.2,0
23,student,single,5,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
23,student,single,5,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
25,admin.,single,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,1
25,admin.,single,6,No,Yes,No,Celullar,aug,mon,1,1,Yes,0.861,5076.2,1
33,unemployed,single,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
65,retired,married,5,No,Yes,Yes,Celullar,aug,mon,2,0,Not-Exist,0.861,5076.2,0
34,technician,married,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,1
34,technician,married,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
31,admin.,single,6,No,No,No,Telephone,aug,mon,1,0,Not-Exist,0.861,5076.2,0
34,technician,single,7,No,No,No,Celullar,aug,mon,1,1,No,0.861,5076.2,0
31,technician,married,6,No,No,No,Celullar,aug,mon,1,1,No,0.861,5076.2,0
26,admin.,single,6,No,Unknown,Unknown,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
43,management,married,6,No,No,No,Telephone,aug,mon,1,0,Not-Exist,0.861,5076.2,0
50,blue-collar,married,1,No,No,No,Celullar,aug,mon,2,1,Yes,0.861,5076.2,0
30,services,single,5,No,No,No,Celullar,aug,mon,2,0,Not-Exist,0.861,5076.2,0
28,admin.,single,6,No,Yes,No,Celullar,aug,mon,2,1,No,0.861,5076.2,1
34,technician,married,7,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
48,technician,married,5,No,Yes,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,1
44,admin.,single,6,No,No,No,Celullar,aug,mon,1,1,Yes,0.861,5076.2,1
18,student,single,2,No,Yes,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
23,technician,married,7,No,Yes,No,Celullar,aug,mon,1,2,Yes,0.861,5076.2,1
27,self-employed,single,6,No,Unknown,Unknown,Celullar,aug,mon,2,1,No,0.861,5076.2,0
27,self-employed,single,6,No,No,No,Celullar,aug,mon,2,0,Not-Exist,0.861,5076.2,0
28,admin.,single,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
28,admin.,single,6,No,Yes,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,1
28,admin.,single,6,No,Unknown,Unknown,Celullar,aug,mon,1,2,No,0.861,5076.2,0
41,admin.,single,5,No,Yes,No,Celullar,aug,mon,1,1,Yes,0.861,5076.2,1
29,management,single,6,No,No,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
74,retired,married,3,No,Yes,No,Celullar,aug,mon,1,1,No,0.861,5076.2,1
46,entrepreneur,married,5,No,Yes,No,Celullar,aug,mon,1,0,Not-Exist,0.861,5076.2,0
22,student,single,7,No,Yes,No,Celullar,aug,mon,2,1,No,0.861,5076.2,1
29,unemployed,single,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,0.8590000000000001,5076.2,0
67,retired,married,2,No,No,No,Celullar,aug,tue,2,0,Not-Exist,0.8590000000000001,5076.2,1
36,admin.,single,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,1
65,housemaid,divorced,1,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
31,admin.,single,5,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,0.8590000000000001,5076.2,0
61,retired,married,6,No,No,No,Telephone,aug,tue,2,1,Yes,0.8590000000000001,5076.2,1
63,retired,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
34,admin.,single,6,No,Yes,No,Telephone,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,1
34,admin.,single,6,No,No,Yes,Celullar,aug,tue,1,1,No,0.8590000000000001,5076.2,0
33,admin.,married,5,No,No,No,Celullar,aug,tue,1,1,No,0.8590000000000001,5076.2,0
33,admin.,married,5,No,No,Yes,Celullar,aug,tue,1,2,Yes,0.8590000000000001,5076.2,0
26,admin.,single,6,No,Yes,No,Telephone,aug,tue,1,1,No,0.8590000000000001,5076.2,1
47,admin.,single,6,No,Yes,No,Celullar,aug,tue,1,1,No,0.8590000000000001,5076.2,1
49,technician,married,6,No,No,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
32,technician,single,6,No,Yes,Yes,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
56,management,married,6,No,No,No,Telephone,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
59,management,married,6,No,Yes,No,Celullar,aug,tue,2,1,No,0.8590000000000001,5076.2,0
61,retired,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
34,admin.,married,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
37,admin.,married,6,No,No,Yes,Celullar,aug,tue,1,1,No,0.8590000000000001,5076.2,0
37,admin.,married,6,No,Yes,No,Celullar,aug,tue,1,2,No,0.8590000000000001,5076.2,1
35,technician,married,6,No,Unknown,Unknown,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
32,services,married,5,No,No,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
71,retired,married,1,Unknown,Unknown,Unknown,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,1
50,admin.,married,6,No,No,No,Celullar,aug,tue,2,1,No,0.8590000000000001,5076.2,1
34,technician,married,7,No,No,No,Celullar,aug,tue,1,1,Yes,0.8590000000000001,5076.2,1
56,management,married,6,No,Yes,No,Celullar,aug,tue,2,0,Not-Exist,0.8590000000000001,5076.2,1
33,blue-collar,divorced,1,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,1
20,student,single,5,No,Yes,No,Celullar,aug,tue,1,1,No,0.8590000000000001,5076.2,1
64,retired,married,5,Unknown,No,No,Celullar,aug,tue,1,1,No,0.8590000000000001,5076.2,1
29,admin.,single,6,No,Yes,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,0
65,retired,married,1,No,Yes,No,Celullar,aug,tue,2,1,No,0.8590000000000001,5076.2,0
63,retired,married,6,No,No,No,Telephone,aug,tue,3,0,Not-Exist,0.8590000000000001,5076.2,0
35,technician,married,7,No,No,No,Celullar,aug,tue,1,0,Not-Exist,0.8590000000000001,5076.2,1
35,admin.,single,6,No,No,No,Telephone,aug,tue,3,0,Not-Exist,0.8590000000000001,5076.2,0
26,admin.,single,5,No,No,No,Celullar,aug,wed,4,0,Not-Exist,0.8540000000000001,5076.2,0
38,technician,married,6,No,Yes,No,Celullar,aug,wed,5,0,Not-Exist,0.8540000000000001,5076.2,0
74,retired,divorced,1,No,Yes,No,Celullar,aug,wed,1,1,Yes,0.8540000000000001,5076.2,1
33,admin.,married,5,No,Yes,No,Celullar,aug,wed,4,0,Not-Exist,0.8540000000000001,5076.2,0
33,admin.,married,5,No,Yes,No,Telephone,aug,wed,2,0,Not-Exist,0.8540000000000001,5076.2,0
62,unemployed,married,5,No,Yes,No,Celullar,aug,wed,1,1,No,0.8540000000000001,5076.2,0
80,retired,married,1,No,No,No,Celullar,aug,wed,4,0,Not-Exist,0.8540000000000001,5076.2,0
26,technician,single,6,No,Yes,Yes,Celullar,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,0
38,technician,married,6,No,Yes,No,Celullar,aug,wed,4,0,Not-Exist,0.8540000000000001,5076.2,1
35,admin.,married,6,No,Yes,No,Celullar,aug,wed,2,2,No,0.8540000000000001,5076.2,1
37,admin.,married,6,No,No,No,Celullar,aug,wed,2,0,Not-Exist,0.8540000000000001,5076.2,1
56,housemaid,divorced,1,No,No,No,Celullar,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,0
20,student,single,3,No,No,No,Celullar,aug,wed,2,0,Not-Exist,0.8540000000000001,5076.2,0
32,technician,single,6,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,0.8540000000000001,5076.2,1
33,admin.,single,6,No,Yes,No,Celullar,aug,wed,1,1,Yes,0.8540000000000001,5076.2,1
55,unknown,married,6,No,Yes,No,Celullar,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,1
26,admin.,single,5,No,Yes,No,Telephone,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,0
74,retired,married,6,No,Yes,Yes,Celullar,aug,wed,3,0,Not-Exist,0.8540000000000001,5076.2,1
33,admin.,single,6,No,Yes,No,Celullar,aug,wed,1,1,Yes,0.8540000000000001,5076.2,0
73,retired,married,1,Unknown,No,No,Celullar,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,0
64,retired,married,1,No,Yes,No,Celullar,aug,wed,1,2,Yes,0.8540000000000001,5076.2,1
32,admin.,married,6,No,Yes,No,Telephone,aug,wed,1,1,No,0.8540000000000001,5076.2,0
34,admin.,single,6,No,No,No,Celullar,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,1
34,unemployed,single,6,No,No,No,Celullar,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,0
33,admin.,married,5,No,No,No,Celullar,aug,wed,2,0,Not-Exist,0.8540000000000001,5076.2,0
54,technician,married,3,No,No,No,Celullar,aug,wed,2,0,Not-Exist,0.8540000000000001,5076.2,0
35,admin.,married,6,No,No,Yes,Celullar,aug,wed,5,0,Not-Exist,0.8540000000000001,5076.2,0
32,admin.,married,6,No,Yes,No,Celullar,aug,wed,2,0,Not-Exist,0.8540000000000001,5076.2,0
66,retired,married,1,No,Yes,Yes,Telephone,aug,wed,3,3,No,0.8540000000000001,5076.2,0
33,admin.,single,6,No,No,No,Celullar,aug,wed,1,0,Not-Exist,0.8540000000000001,5076.2,1
40,admin.,divorced,5,No,Yes,No,Celullar,aug,thu,2,1,No,0.851,5076.2,0
37,admin.,divorced,6,No,No,No,Celullar,aug,thu,3,1,Yes,0.851,5076.2,1
25,admin.,single,6,No,Yes,No,Telephone,aug,thu,1,0,Not-Exist,0.851,5076.2,0
66,retired,married,2,No,Yes,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,1
36,technician,single,7,No,Yes,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,1
34,admin.,single,6,No,Yes,No,Celullar,aug,thu,6,1,Yes,0.851,5076.2,1
27,admin.,single,6,No,Yes,No,Celullar,aug,thu,2,0,Not-Exist,0.851,5076.2,0
35,blue-collar,divorced,5,No,No,No,Celullar,aug,thu,1,1,Yes,0.851,5076.2,1
37,student,single,4,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,0
62,admin.,married,6,No,No,No,Celullar,aug,thu,1,1,No,0.851,5076.2,0
32,management,single,6,No,No,No,Celullar,aug,thu,1,2,Yes,0.851,5076.2,1
38,services,single,5,No,Yes,No,Celullar,aug,thu,5,0,Not-Exist,0.851,5076.2,0
74,retired,married,3,No,No,No,Celullar,aug,thu,2,1,No,0.851,5076.2,0
71,retired,single,6,No,Yes,No,Celullar,aug,thu,1,2,No,0.851,5076.2,1
29,admin.,married,6,No,Yes,No,Celullar,aug,thu,1,1,No,0.851,5076.2,0
29,admin.,married,6,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,0
24,admin.,single,6,No,No,No,Celullar,aug,thu,1,1,No,0.851,5076.2,0
24,admin.,single,6,No,Yes,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,1
45,self-employed,married,6,No,No,Yes,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,0
26,admin.,single,6,No,No,No,Celullar,aug,thu,1,1,No,0.851,5076.2,0
25,student,single,6,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,1
38,admin.,divorced,7,No,No,No,Celullar,aug,thu,2,0,Not-Exist,0.851,5076.2,0
28,technician,single,7,No,Yes,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,0
28,technician,single,7,No,Yes,No,Celullar,aug,thu,2,1,Yes,0.851,5076.2,1
28,technician,single,7,No,Yes,No,Celullar,aug,thu,3,0,Not-Exist,0.851,5076.2,1
25,student,single,6,No,No,No,Celullar,aug,thu,1,0,Not-Exist,0.851,5076.2,0
34,technician,single,4,No,Yes,No,Celullar,aug,thu,2,1,Yes,0.851,5076.2,1
51,management,married,5,No,Yes,Yes,Celullar,aug,fri,4,0,Not-Exist,0.8490000000000001,5076.2,1
53,admin.,married,6,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,0
64,retired,married,4,No,Yes,Yes,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
64,retired,married,6,No,No,No,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
64,retired,married,6,No,Yes,Yes,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
76,retired,married,1,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,0
76,retired,married,1,No,No,No,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
61,retired,married,1,No,Yes,Yes,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,1
61,retired,married,1,No,Yes,No,Celullar,aug,fri,1,1,Yes,0.8490000000000001,5076.2,1
61,retired,married,1,No,Yes,Yes,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
58,retired,married,6,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,0
36,admin.,married,6,No,Yes,Yes,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
62,admin.,married,6,No,Yes,Yes,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,0
87,retired,divorced,1,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,1
39,student,single,4,No,Yes,No,Telephone,aug,fri,2,0,Not-Exist,0.8490000000000001,5076.2,0
54,admin.,married,6,No,Yes,Yes,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,1
54,technician,divorced,6,No,No,No,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
24,student,single,5,No,Yes,No,Celullar,aug,fri,1,4,No,0.8490000000000001,5076.2,0
24,student,single,5,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,0
24,student,single,5,No,Yes,Yes,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
24,student,single,5,No,Yes,Yes,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,0
24,student,single,5,No,No,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,1
34,unemployed,single,7,No,No,No,Celullar,aug,fri,2,1,Yes,0.8490000000000001,5076.2,1
54,admin.,married,6,No,Yes,No,Celullar,aug,fri,2,1,Yes,0.8490000000000001,5076.2,1
55,management,married,6,No,No,No,Celullar,aug,fri,1,1,No,0.8490000000000001,5076.2,0
62,admin.,married,6,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,1
79,housemaid,married,1,No,No,No,Celullar,aug,fri,1,2,Yes,0.8490000000000001,5076.2,1
30,blue-collar,married,5,No,Yes,No,Celullar,aug,fri,1,0,Not-Exist,0.8490000000000001,5076.2,1
36,admin.,single,5,No,Yes,No,Celullar,aug,fri,1,2,Yes,0.8490000000000001,5076.2,1
64,retired,married,4,No,Yes,No,Celullar,aug,fri,3,1,No,0.8490000000000001,5076.2,0
39,admin.,married,6,No,Yes,Yes,Celullar,aug,fri,2,1,Yes,0.8490000000000001,5076.2,1
35,admin.,married,6,No,Yes,No,Celullar,aug,fri,5,2,Yes,0.8490000000000001,5076.2,0
64,retired,married,4,No,No,No,Celullar,aug,fri,4,0,Not-Exist,0.8490000000000001,5076.2,1
24,student,single,4,No,Yes,Yes,Celullar,aug,fri,1,2,Yes,0.8490000000000001,5076.2,1
24,student,single,4,No,Yes,No,Celullar,aug,fri,1,1,Yes,0.8490000000000001,5076.2,1
70,retired,married,6,No,Yes,No,Celullar,aug,mon,3,1,No,0.843,5076.2,0
34,admin.,married,6,No,No,No,Celullar,aug,mon,2,0,Not-Exist,0.843,5076.2,0
54,self-employed,married,6,No,Yes,No,Celullar,aug,mon,2,0,Not-Exist,0.843,5076.2,0
34,admin.,married,6,No,Yes,No,Celullar,aug,mon,2,0,Not-Exist,0.843,5076.2,0
74,retired,married,1,Unknown,Yes,No,Celullar,aug,mon,2,1,Yes,0.843,5076.2,1
47,housemaid,married,6,No,Yes,No,Celullar,aug,mon,2,0,Not-Exist,0.843,5076.2,1
38,unemployed,single,5,No,Yes,No,Celullar,aug,mon,2,0,Not-Exist,0.843,5076.2,1
